CAS登録番号,物質名称,ニトリルゴム (0.1 mm),ニトリルゴム (0.11 mm),ニトリルゴム (0.12 mm),ニトリルゴム (0.13 mm),ニトリルゴム (0.2 mm),ニトリルゴム (0.3 mm),ニトリルゴム (0.38 mm),ニトリルゴム (0.45 mm),ニトリルゴム (0.46 mm),天然ゴム（ラテックス） (0.23 mm),ブチルゴム (0.35 mm),クロロプレンゴム (0.18 mm),クロロプレンゴム (0.45 mm),ポリビニルアルコール（PVA）,クロロスルホン化ポリエチレン（CSM） (0.9 mm),ポリ塩化ビニル,ウレタン (0.5 mm),フッ素ゴム/ブチルゴム (0.3 mm),クロロプレン/天然ゴム (0.68 mm),クロロプレン/天然ゴム (0.7 mm),ニトリル/ネオプレンゴム (0.2 mm),ニトリル/ネオプレンゴム (0.38 mm),ポリ塩化ビニル/ニトリルゴム,多層フィルム（LLDPE） (0.062 mm),多層フィルム（EVOH） (0.06 mm),その他多層/複層フィルム
173584-44-6,メチル＝（Ｓ）－７－クロロ－２，３，４アール，５－テトラヒドロ－２－［メトキシカルボニル（４－トリフルオロメトキシフェニル）カルバモイル］インデノ［１，２－ｅ］［１，３，４］オキサジアジン－４ａ－カルボキシラート（別名インドキサカルブ又はインドキサカルブＭ）（Ｓ体：Ｒ体＝７５：２５）,,,,,,,,,,,,,,,,,,,,,,,,,3,
178961-20-1,２－クロロ－Ｎ－（２－エチル－６－メチルフェニル）－Ｎ－［（Ｒ）－１－メトキシプロパン－２－イル］アセトアミド（別名メトラクロール（Ｒ体））,,,,,,,,,,,,,,,,,,,,,,,,,,
224049-04-1,３，４－ジクロロ－Ｎ－（２－シアノフェニル）イソチアゾール－５－カルボキサミド（別名イソチアニル）,,,,,,,,,,,,,,,,,,,,,,,,,3,
283594-90-1,３－メシチル－２－オキソ－１－オキサスピロ［４．４］ノナ－３－エン－４－イル＝３，３－ジメチルブタノアート　(別名スピロメシフェン）,,,,,,,,,,,,,,,,,,,,,,,,,3,
400882-07-7,２－メトキシエチル＝２－［４－（ｔｅｒｔ－ブチル）フェニル］－２－シアノ－３－オキソ－３－［２－（トリフルオロメチル）フェニル］プロパノアート（別名シフルメトファン）,,,,,,,,,,,,,,,,,,,,,,,,,3,
560121-52-0,（Ｅ）－２－［４－（ｔｅｒｔ－ブチル）フェニル］－２－シアノ－１－（１，３，４－トリメチル－１Ｈ－ピラゾール－５－イル）ビニル＝２，２－ジメチルプロパノアート（別名シエノピラフェン）,,,,,,,,,,,,,,,,,,,,,,,,,3,
688046-61-9,（５－クロロ－２－メトキシ－４－メチルピリジン－３－イル）（２，３，４－トリメトキシ－６－メチルフェニル）メタノン（別名ピリオフェノン）,,,,,,,,,,,,,,,,,,,,,,,,,3,
nocas-0033,２－エチルヘキシル， １０－エチル－４，４－ジオクチル－７－オキソ－８－オキサ－３，５－ジチア－４－スタンナテトラデカノネート【ＤＯＴＥ】と２－エチルヘキシル，１０－エチル－４－［［２－［（２－エチルヘキシル）オキシ］－２－オキソエチル］チオ］－４－オクチル－７－オキソ－８－オキサ－３，５－ジチア－４－スタンナテトラデカノエート【ＭＯＴＥ】の反応生成物,,,,,,,,,,,,,,,,,,,,,,,,,,
nocas-0023,パウダーケーキ（１）［組成：ニトログリセリン／ニトロセルローズ／水＝６０／１５／２５］,,,,,,,,,,,,,,,,,,,,,,,,,,
nocas-0024,パウダーケーキ（２）［組成：ニトログリセリン／ニトロセルローズ／イソプロピルアルコール＝６０／２３／１７],,,,,,,,,,,,,,,,,,,,,,,,,,
56-23-5,四塩化炭素,0,,,,0,2,,2,,0,1,0,,3,,1,,2,0,,1,,1,3,,3
57-14-7,１，１ージメチルヒドラジン,0,,,,0,0,,1,,0,3,0,,1,,,,3,0,,0,,0,2,,3
57-57-8,ベータープロピオラクトン,0,,,,0,0,,1,,0,3,0,,2,,,,3,1,,0,,1,3,,0
60-11-7,パラージメチルアミノアゾベンゼン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
62-73-7,ジメチルー２，２ージクロロビニルホスフェイト（別名DDVＰ）,0,,,,1,2,,3,,,,,,,,,,2,,,1,,,,,
67-66-3,クロロホルム,0,,,,,0,,0,,0,0,0,,3,,,,2,0,,0,,0,1,,3
71-43-2,ベンゼン,0,,,,,1,,1,,0,0,0,,3,,0,,3,0,,0,,1,3,,3
74-83-9,臭化メチル,0,,,,0,0,,0,,0,0,0,,3,,,,2,0,,0,,0,3,,3
74-88-4,沃化メチル,0,,,,,0,,0,,0,0,0,,3,,,,1,1,,0,,0,3,,3
74-90-8,シアン化水素,0,,,,,0,,1,,0,2,0,,2,,,,2,1,,0,,1,3,,3
75-01-4,塩化ビニル,0,,,,0,0,,1,,0,1,0,,3,,,,3,0,,0,,0,3,,3
75-09-2,ジクロロメタン（別名二塩化メチレン）,,,,,,,,,,,0,,,3,0,0,0,1,0,,0,,1,1,,3
75-21-8,エチレンオキシド,0,,,,0,0,,0,,0,0,0,,1,,,,0,0,,0,,0,2,,3
75-44-5,ホスゲン,0,,,,0,0,,0,,0,0,0,,0,,,,1,0,,0,,0,3,,3
75-56-9,酸化プロピレン,0,,,,,0,,0,,0,0,0,,1,,0,,0,0,,0,,0,3,,3
77-78-1,硫酸ジメチル,0,,,,1,1,,2,,0,3,2,,,,,,3,2,,1,,2,3,,3
78-00-2,四アルキル鉛,1,,,,1,2,,3,,0,0,0,,,,,,2,1,,1,,1,3,,3
78-87-5,１，２ージクロロプロパン,0,,,,0,1,,1,,0,0,0,,3,,,,2,0,,0,,1,1,,3
79-01-6,トリクロロエチレン,,,,,,,,,,,0,,,3,,0,,2,0,,0,,0,3,,3
79-06-1,アクリルアミド,,,,,,,,,,,3,,,3,,,,3,3,,3,,3,3,,3
79-34-5,"１，１，２，２ーテトラクロロエタン
（別名四塩化アセチレン）",0,,,,,0,,1,,0,0,0,,3,,,,2,0,,0,,0,1,,3
87-86-5,ペンタクロルフェノール（別名ＰＣＰ）及びそのナトリウム塩,3,,,,3,3,,3,,0,0,2,,0,,,,3,1,,3,,3,3,,3
91-15-6,オルトーフタロジニトリル,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
91-20-3,ナフタレン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,3
91-59-8,ベーターナフチルアミン及びその塩,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
91-94-1,ジクロルベンジジン及びその塩,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
92-67-1,４ーアミノジフェニル及びその塩,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,3
92-87-5,ベンジジン及びその塩,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,3
92-93-3,４－ニトロジフェニル及びその塩,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
95-53-4,オルトートルイジン,0,,,,0,1,,1,,0,3,0,,3,,,,3,1,,0,,0,3,3,3
98-07-7,ベンゾトリクロリド,,,,,,,,,,,0,,,3,,,,2,1,,1,,1,3,,3
100-00-5,パラーニトロクロルベンゼン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,0
100-41-4,エチルベンゼン,0,,,,0,1,,1,,0,0,0,,3,,0,,3,1,,0,,1,3,,3
100-42-5,スチレン,0,,,,,1,,1,,0,1,0,,3,,0,,3,0,,0,,1,3,,3
101-14-4,３，３’ージクロロー４・４’ージアミノジフェニルメタン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,3
107-06-2,１，２ージクロロエタン（別名二塩化エチレン）,0,,,,,0,,0,,0,1,0,,3,,,,1,0,,0,,1,3,,3
107-13-1,アクリロニトリル,0,,,,,0,,0,,0,3,0,,3,,,,3,0,,0,,0,3,,3
107-30-2,クロロメチルメチルエーテル,0,,,,0,0,,0,,0,0,0,,0,,,,0,0,,0,,0,2,,3
108-10-1,メチルイソブチルケトン,0,,,,,0,,1,,0,2,0,,3,,,,2,0,,0,,1,3,,3
108-95-2,フェノール,1,,,,,2,,2,,0,3,2,,3,,,,3,2,,2,,2,3,,0
119-90-4,ジアニシジン及びその塩,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
119-93-7,オルトートリジン及びその塩,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
123-91-1,１，４ージオキサン,0,,,,,1,,1,,0,3,0,,2,,0,,2,1,,1,,0,3,,3
127-18-4,テトラクロロエチレン（別名パークロルエチレン）,1,,,,,2,,3,,0,0,0,,3,,0,,3,0,,2,,1,3,,3
134-32-7,アルファ－ナフチルアミン及びその塩,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
143-33-9,シアン化ナトリウム,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,,3
151-50-8,シアン化カリウム,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,,3
151-56-4,エチレンイミン,0,,,,0,0,,1,,0,3,0,,,,,,2,0,,0,,0,3,,3
492-80-8,オーラミン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
628-96-6,ニトログリコール,0,,,,0,0,,0,,0,0,0,,3,,,,1,0,,0,,0,3,,3
630-08-0,一酸化炭素,0,,,,0,0,,0,,0,3,0,,,,,,3,1,,0,,0,3,,3
632-99-5,マゼンダ,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
1120-71-4,１，３ープロパンスルトン,1,,,,1,1,,2,,1,3,2,,,,,,3,2,,1,,1,3,,
1309-64-4,三酸化二アンチモン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
1314-62-1,五酸化バナジウム,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
1333-82-0,クロム酸及びその塩,0,,,,1,1,,1,,1,3,1,,0,,,,3,2,,1,,3,3,,3
1336-36-3,塩素化ビフェニル（別名ＰＣＢ）,1,,,,,2,,2,,0,3,2,,3,,,,3,2,,2,,3,3,,3
7439-96-5,マンガン及びその化合物,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
7439-97-6,水銀及びその無機化合物,3,,,,,3,,3,,2,3,2,,3,,,,3,3,,3,,3,3,,3
7440-38-2,砒素及びその化合物,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,,
7440-41-7,ベリリウム及びその化合物,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
7440-43-9,カドミウム及びその化合物,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,,
7440-48-4,コバルト及びその無機化合物,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
7647-01-0,塩化水素,0,,,,,1,,2,,0,3,1,,0,,,3,3,2,,2,,2,3,,3
7664-39-3,弗化水素,0,,,,,0,,0,,0,2,0,,0,,,,2,0,,0,,0,2,,3
7664-41-7,アンモニア,,0,,,1,1,,2,,0,3,1,,1,,,2,3,1,,1,,0,1,,3
7697-37-2,硝酸,0,,,,,0,,0,,0,1,0,,0,,,,1,0,,0,,1,3,,3
7782-50-5,塩素,0,,,,,0,,3,,0,3,0,,0,,1,3,3,0,,0,,0,3,,3
7783-06-4,硫化水素,0,,,,0,0,,0,,0,3,,,,,,,3,,,0,,0,3,,3
8007-45-2,コールタール,3,,,,3,3,,3,,0,3,2,,3,,,,3,3,,3,,2,3,,
22967-92-6,メチル水銀,0,,,,0,0,,0,,0,,0,,,,,,,0,,,,0,,,
26471-62-5,トリレンジイソシアネート,1,,,,,2,,3,,0,3,1,,3,,,,3,2,,0,,1,3,,3
142844-00-6,リフラクトリーセラミックファイバー,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
