,表示用,,,,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,8時間,,短時間,,,,許容濃度,,最大許容濃度,,,,,TWA,,STEL,,C,,,,,MAK,,Peak lim,,,,,,,,,水溶解度,,蒸気圧,,,,,,特化則,特化則,特化則,特化則,有機則,有機則,有機則,鉛則,四アルキル鉛中毒予防規則
CAS RN,Text,日本語名称,英語名称,GHS分類結果_ID,爆発物,可燃性ガス,エアゾール,酸化性ガス,高圧ガス,引火性液体,可燃性固体,自己反応性化学品,自然発火性液体,自然発火性固体,自己発熱性化学品,水反応可燃性化学品,酸化性液体,酸化性固体,有機過酸化物,金属腐食性化学品,鈍性化爆発物,急性毒性（経口）,急性毒性（経皮）,急性毒性（吸入：ガス）,急性毒性（吸入：蒸気）,急性毒性（吸入：粉塵、ミスト）,皮膚腐食性／刺激性,眼に対する重篤な損傷性／眼刺激性,呼吸器感作性,皮膚感作性,生殖細胞変異原性,発がん性,生殖毒性,特定標的臓器毒性（単回暴露）,特定標的臓器毒性（反復暴露）,誤えん有害性,水生環境有害性　短期（急性）,水生環境有害性　長期（慢性）,オゾン層への有害性,詳細情報（NITE HP　GHS分類結果）,モデルラベル掲載ページURL,モデルＳＤＳ掲載ページURL,ppm,mg/m3,ppm,mg/m3,備考,年度,ppm,mg/m3,ppm,mg/m3,備考,皮膚吸収,提案年度,ppm,mg/m3,ppm,mg/m3,ppm,mg/m3,備考,Skin,ドキュメンテーション採用年,ppm,mg/m3,ppm,mg/m3,備考,ドキュメンテーション採用年,"性状
液体:1、固体:2、気体:3",分子量,沸点,水／オクタノール分配係数（logKow）,引火点,値,単位,値,単位,皮膚等障害化学物質,がん原性物質,濃度基準値設定物質,皮膚等障害化学物質の裾切値,第１類,第２類,第３類,裾切,第１類,第２類,第３類,,
3689-24-5,"オキシビス（チオホスホン酸）O,O,O',O'-テトラエチル【スルホテップ】","オキシビス（チオホスホン酸）O,O,O',O'-テトラエチル【スルホテップ】",sulfotep,m-nite-3689-24-5,,,,,,,,,,,,,,,,,,2,1,,,1,2,2B,,,,,2,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3689-24-5.html,-,https://anzeninfo.mhlw.go.jp/anzen/gmsds/0686.html,,,,,,,,,,,,,,,0.1,,,,,,Skin,2005,0.01,0.13,0.02,0.26,II(2),,1,322.31,92,3.99,,125,mg/L,0.0226,Pa,1,,,1,,,,,,,,,
3691-35-8,"2-（フェニルパラクロルフェニルアセチル）-1,3-インダンジオン","2-（フェニルパラクロルフェニルアセチル）-1,3-インダンジオン",chlorophacinone,m-nite-3691-35-8,,,,,,,,,,,,,,,,,,2,2,,,1,,,,,,,1B,1,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3691-35-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3691-35-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3691-35-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,374.82,,5.5,,100,mg/L,,,,,,,,,,,,,,,
3697-24-3,5-メチルクリセン,5-メチルクリセン,5-Methylchrysene,m-nite-3697-24-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3697-24-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/labcas-3697-24-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/cas-3697-24-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,242.31,,6.07,,0.062,mg/L,,,,,,,,,,,,,,,
3699-30-7,カリウム＝ジエチルジチオカルバマート,カリウム＝ジエチルジチオカルバマート,Potassium diethyldithiocarbamate,m-nite-3699-30-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3699-30-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3699-30-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3699-30-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
3710-30-3,"1,7-オクタジエン","1,7-オクタジエン","1,7-Octadiene",m-nite-3710-30-3,,,,,,2,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3710-30-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3710-30-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3710-30-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,110.2,115.5,4,10,12,mg/L,22.7,mmHg,,,,,,,,,,,,,
3710-84-7,"N,N-ジエチルヒドロキシルアミン【ジエチルヒドロキシルアミン】","N,N-ジエチルヒドロキシルアミン【ジエチルヒドロキシルアミン】","N,N-Diethylhydroxylamine [diethylhydroxylamine]",m-nite-3710-84-7,,,,,,3,,,,,,,,,,,,,4,,4,,,2B,,,,,,2,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3710-84-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3710-84-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3710-84-7.html,,,,,,,,,,,,,,2,,,,,,,,2013,,,,,,,1,89.14,130,-0.17,113,89000,mg/L,3.36,mmHg,,,,,,,,,,,,,
3724-65-0,クロトン酸,クロトン酸,Crotonic acid,m-nite-3724-65-0,,,,,,,,G,,,,,,,,,,4,3,,,,2,2A,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3724-65-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3724-65-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3724-65-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,86.09,,0.72,87.8,41.5,g/L,0.506,mmHg,,,,,,,,,,,,,
3761-41-9,"O,O-ジメチル-O-（3-メチル-4-メチルスルフィニルフェニル）-チオホスフェイト","O,O-ジメチル-O-（3-メチル-4-メチルスルフィニルフェニル）-チオホスフェイト","O,O-dimethyl O-[3-methyl-4-(methylsulfinyl)phenyl] thiophosphate",m-nite-3761-41-9,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3761-41-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3761-41-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3761-41-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,294.32,,1.92,,4,mg/L,,,,,,,,,,,,,,,
3761-53-3,"ジナトリウム=4-[（2,4-ジメチルフェニル）アゾ]-3-ヒドロキシ-2,7-ナフタレンジスルホナート【ポンソーMX】","ジナトリウム=4-[（2,4-ジメチルフェニル）アゾ]-3-ヒドロキシ-2,7-ナフタレンジスルホナート【ポンソーMX】","disodium 1-(2,4-dimethylphenylazo)-2-hydroxynaphthalene-3,6-disulphonate",m-nite-3761-53-3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3761-53-3.html,-,https://anzeninfo.mhlw.go.jp/anzen/gmsds/0787.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,482.4,,-0.08,,,,,,,,,,,,,,,,,,
3766-81-2,2-s-ブチルフェニルN-メチルカーバメート,2-s-ブチルフェニルN-メチルカーバメート,2-sec-Butylphenyl N-methylcarbamate,m-nite-3766-81-2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3766-81-2.html,-,https://anzeninfo.mhlw.go.jp/anzen/gmsds/0074.html,,,,,,,,5,,,,皮,1989,,,,,,,,,,,,,,,,2,207.27,115,2.79,142,0.42,g/L,,,1,,,1,,,,,,,,,
3792-59-4,"エチル-2,4-ジクロルフェニルチオノベンゼンホスホネイト","エチル-2,4-ジクロルフェニルチオノベンゼンホスホネイト","Phosphonothioic acid, phenyl-, O-(2,4-dichlorophenyl) O-ethyl ester",m-nite-3792-59-4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3792-59-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3792-59-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3792-59-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,347.2,168,5.94,,0.0541,mg/L,0.00000227,mmHg,,,,,,,,,,,,,
3795-88-8,5-（モルホリノメチル）-3-[（5-ニトロフルフリリデン）アミノ]-2-オキサゾリジノン,5-（モルホリノメチル）-3-[（5-ニトロフルフリリデン）アミノ]-2-オキサゾリジノン,5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)amino]-2-oxazolidinone,m-nite-3795-88-8,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3795-88-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/labcas-3795-88-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/cas-3795-88-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,324.29,,,,,,,,,,,,,,,,,,,,
3811-04-9,塩素酸カリウム,塩素酸カリウム,Potassium chlorate,m-nite-3811-04-9,,,,,,,,,,,,,,2,,,,,,,,4,,2B,,,,,,2,,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3811-04-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3811-04-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3811-04-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,8.61,g/100mL,,,,,,,,,,,,,,,
3811-49-2,"2-メトキシ-1,3,2,-ベンゾジオキサホスホリン-2-スルフィド","2-メトキシ-1,3,2,-ベンゾジオキサホスホリン-2-スルフィド","2-methoxy-4H-1,3,2-benzodioxaphosphorin 2-sulphide",m-nite-3811-49-2,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3811-49-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3811-49-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3811-49-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,216.19,,2.67,,58,mg/L,,,,,,,,,,,,,,,
3811-73-2,ナトリウム＝１－オキソ－１λ（５）－ピリジン－２－チオラート,ナトリウム＝１－オキソ－１λ（５）－ピリジン－２－チオラート,"2-Pyridinethiol, 1-oxide, sodium salt",m-nite-3811-73-2,,,,,,,,,,,,,,,,,,4,4,,,3,2,2,,1,,,,1,1,,1,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3811-73-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3811-73-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3811-73-2.html,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.4,II(2),,2,149.14613,,-2.38,,720.7,g/L,,,1,,,1,,,,,,,,,
3825-26-1,ペンタデカフルオロオクタン酸アンモニウム,ペンタデカフルオロオクタン酸アンモニウム,Ammonium pentadecafluorooctanoate,m-nite-3825-26-1,,,,,,,,,,,,,,,,,,4,,,,,,2A,,,,2,1A,,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3825-26-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3825-26-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3825-26-1.html,,,,,,,,,,,,,,,0.01,,,,,,Skin,1994,,,,,,,2,431.1,125,,,,,,,1,,,0.3,,,,,,,,,
3846-71-7,"2-ベンゾトリアゾール-2-イル-4,6-ジ-ターシャリ-ブチルフェノール【UV-320】","2-ベンゾトリアゾール-2-イル-4,6-ジ-ターシャリ-ブチルフェノール【UV-320】","2-Benzotriazol-2-yl-4,6-di-tert-butylphenol [UV-320]",m-nite-3846-71-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3846-71-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3846-71-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3846-71-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,323.44,,6.853,222.3,,,,,,,,,,,,,,,,,
3861-47-0,"3,5-ジヨード-4-オクタノイルオキシベンゾニトリル","3,5-ジヨード-4-オクタノイルオキシベンゾニトリル","3,5-diiodo-4-octanoyloxybenzonitrile",m-nite-3861-47-0,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3861-47-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3861-47-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3861-47-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,497.11,,6.42,,0.00973,mg/L,,,1,,,1,,,,,,,,,
3864-99-1,"2,4-ジ-tert-ブチル-6-(5-クロロ-2H-1,2,3-ベンゾトリアゾール-2-イル)フェノール (UV-327)","2,4-ジ-tert-ブチル-6-(5-クロロ-2H-1,2,3-ベンゾトリアゾール-2-イル)フェノール (UV-327)","2,4-Di-tert-butyl-6-(5-chloro-2H-1,2,3-benzotriazol-2-yl)phenol [UV-327]",m-nite-3864-99-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3864-99-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3864-99-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3864-99-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,357.87706,,7.544,,0.026,mg/L,,,,,,,,,,,,,,,
3926-62-3,クロロ酢酸ナトリウム,クロロ酢酸ナトリウム,Sodium chloroacetate,m-nite-3926-62-3,,,,,,,,,,,,,,,,,,4,,,,,,2B,,,,,2,2,2,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3926-62-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3926-62-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3926-62-3.html,,,,,,,,,,,,,,,,,,,,,,,,2,,4,II(2),,2,116.48,,-3.47,270,820,g/L,,,,,,,,,,,,,,,
3942-54-9,N-メチルカルバミル-2-クロルフェノール,N-メチルカルバミル-2-クロルフェノール,2-chlorophenyl methylcarbamate,m-nite-3942-54-9,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-3942-54-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab3942-54-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/3942-54-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,185.61,,1.64,,2060,mg/L,0.00831,mmHg,,,,,,,,,,,,,
4016-14-2,"1,2-エポキシ-3-イソプロポキシプロパン","1,2-エポキシ-3-イソプロポキシプロパン","2,3-epoxypropyl isopropyl ether",m-nite-4016-14-2,,,,,,3,,,,,,,,,,,,,,,3,,2,2A,,,,,1B,1,,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4016-14-2.html,-,https://anzeninfo.mhlw.go.jp/anzen/gmsds/0676.html,,,,,,,,,,,,,,50,,75,,,,,,1979,,,,,,,1,116.16,131,0.5,,19,g/100mL,1.25,kPa,,,,,,,,,,,,,
4016-24-4,2-スルホヘキサデカン酸-1-メチルエステルナトリウム塩,2-スルホヘキサデカン酸-1-メチルエステルナトリウム塩,Sodium 1-(methoxycarbonyl)pentadecane-1-sulfonate,m-nite-4016-24-4,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,2,2,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4016-24-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4016-24-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4016-24-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.06,,272,mg/L,0.00017,hPa,,,,,,,,,,,,,
4067-16-7,ペンタエチレンヘキサミン,ペンタエチレンヘキサミン,Pentaethylenehexamine,m-nite-4067-16-7,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,2,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4067-16-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4067-16-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4067-16-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,232.37,136,-3.67,166,1000000,mg/L,0.0000035,mmHg,,,,,,,,,,,,,
4074-88-8,"2,2'‐オキシジエチル ジアクリラート；ジエチレングリコール ジアクリラート","2,2'‐オキシジエチル ジアクリラート；ジエチレングリコール ジアクリラート","2,2'-oxydiethyl diacrylate; diethylene glycol diacrylate",m-nite-4074-88-8,,,,,,4,,,,,,,,,,,,3,3,,,,2,1,,1,,,2,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4074-88-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4074-88-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4074-88-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,214.22,200,0.84,78,7080,mg/L,0.0408,mmHg,1,,,1,,,,,,,,,
4098-71-9,"3-イソシアナトメチル-3,5,5-トリメチルシクロヘキシル=イソシアネート","3-イソシアナトメチル-3,5,5-トリメチルシクロヘキシル=イソシアネート","Cyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethyl-",m-nite-4098-71-9,,,,,,,,,,,,,,,,,,,,,,1,1,2A,1,1,,,,1,1,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4098-71-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4098-71-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4098-71-9.html,0.005,,,,,2023,,,,,,,,0.005,,,,,,,,1988,0.005,0.046,0.005,0.046,I(1),,1,222.29,158,4.75,155,15,mg/L,0.0003,mmHg,1,,1,1,,,,,,,,,
4109-96-0,ジクロロシラン（二塩化シラン）,ジクロロシラン（二塩化シラン）,Dichlorosilane,m-nite-4109-96-0,,1,,,LiquefiedGas,,,,,,,,,,,,,,,2,,,1,1,,,,,,2,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4109-96-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4109-96-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4109-96-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,101.01,,,,,,,,1,,,1,,,,,,,,,
4130-42-1,"2,6-ジ-ターシャリ-ブチル-4-エチルフェノール","2,6-ジ-ターシャリ-ブチル-4-エチルフェノール","2,6-Di-tert-butyl-4-ethylphenol",m-nite-4130-42-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4130-42-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4130-42-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4130-42-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,234.38,,5.52,132,7,mg/L,,,,,,,,,,,,,,,
4162-45-2,２，２’－｛イソプロピリデンビス［（２，６－ジブロモ－４，１－フェニレン）オキシ］｝ジエタノール　  (別名：テトラブロモビスフェノールAビス(2-ヒドロキシエチル)エーテル）,２，２’－｛イソプロピリデンビス［（２，６－ジブロモ－４，１－フェニレン）オキシ］｝ジエタノール　  (別名：テトラブロモビスフェノールAビス(2-ヒドロキシエチル)エーテル）,"2,2'-{Isopropylidenebis[(2,6-dibromo-4,1-phenylene)oxy]}diethanol; Tetrabromobisphenol A bis(2-hydroxyethyl ether)",m-nite-4162-45-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4162-45-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4162-45-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4162-45-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,631.98,,6.78,,0.000159,mg/L,,,,,,,,,,,,,,,
4170-24-5,2-クロロ酪酸,2-クロロ酪酸,2-Chlorobutyric acid,m-nite-4170-24-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4170-24-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4170-24-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4170-24-5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,122.55,189,,110,,,15,hPa,,,,,,,,,,,,,
4170-30-3,2-ブテナール（別名:クロトンアルデヒド（(E)-2-ブテナールと(Z)-2-ブテナールの異性体混合物））,2-ブテナール（別名:クロトンアルデヒド（(E)-2-ブテナールと(Z)-2-ブテナールの異性体混合物））,2-Butenal (synonym: Isomer mixture of (E)-2-butenal and (Z)-2-butenal),m-nite-4170-30-3,,,,,,2,,G,,,,,,,,,,3,2,,1,,1B,1,,,1B,1B,,1,1,,1,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4170-30-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4170-30-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4170-30-3.html,,,0.3,,天井値,2022,,,,,,,,,,,,0.3,,,Skin,1998,,,,,,,1,70.09,35,0.63,,18,g/100mL,4,kPa,1,,1,0.1,,,,,,,,,
4253-34-3,メチルシラントリイル=トリアセタート,メチルシラントリイル=トリアセタート,Methylsilanetriyl triacetate,m-nite-4253-34-3,,,,,,,,,,,,,,,,,,4,,,,,1,1,,,,,,2,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4253-34-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4253-34-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4253-34-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,220.25208,,0.25,84,91,g/L,0.26,hPa,1,,,1,,,,,,,,,
4286-23-1,4-（1-メチルエテニル）フェノール,4-（1-メチルエテニル）フェノール,4-(1-Methylethenyl)phenol,m-nite-4286-23-1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,2,,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4286-23-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4286-23-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4286-23-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,134.18,,2.9,,1,g/L,,,,,,,,,,,,,,,
4292-10-8,［（３－ドデカンアミドプロピル）（ジメチル）アンモニオ］アセタート,［（３－ドデカンアミドプロピル）（ジメチル）アンモニオ］アセタート,[(3-Dodecanamidopropyl)(dimethyl)ammonio]acetate,m-nite-4292-10-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4292-10-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4292-10-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4292-10-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,342.52,100,0.69,,100,g/L,6.4E-15,hPa,,,,,,,,,,,,,
4418-26-2,デヒドロ酢酸ナトリウム,デヒドロ酢酸ナトリウム,Sodium dehydroacetate,m-nite-4418-26-2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4418-26-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4418-26-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4418-26-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,190.13,,-0.32,,330,g/L,,,,,,,,,,,,,,,
4439-24-1,２－イソブトキシエタノール,２－イソブトキシエタノール,2-Isobutoxyethanol,m-nite-4439-24-1,,,,,,3,,,,,,,,,,,,4,3,,3,,,2A,,,,,,1,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4439-24-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4439-24-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4439-24-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,118.17,160,0.75,58,75500,mg/L,0.473,mmHg,,,,,,,,,,,,,
4454-05-1,"3,4-ジヒドロ-2-メトキシ-2H-ピラン","3,4-ジヒドロ-2-メトキシ-2H-ピラン","3,4-Dihydro-2-methoxy-2H-pyran",m-nite-4454-05-1,,,,,,2,,,,,,,,,,,,4,,,4,,2,,,,,,,2,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4454-05-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4454-05-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4454-05-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,114.14,128,1.326,22.8,16,g/L,16.7,hPa,,,,,,,,,,,,,
4461-52-3,1-メトキシメタノール,1-メトキシメタノール,1-Methoxymethanol,m-nite-4461-52-3,,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4461-52-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4461-52-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4461-52-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.06784,90,-1.4,39.9,,,43,hPa,,,,,,,,,,,,,
4549-40-0,N-ニトロソメチルビニルアミン,N-ニトロソメチルビニルアミン,N-Nitrosomethylvinylamine,m-nite-4549-40-0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4549-40-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/labcas-4549-40-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/cas-4549-40-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,86.09,47,-0.28,,0.03,g/100mL,8.96,mmHg,,,,,,,,,,,,,
4554-16-9,"2,3-ジブロムプロピオニトリル","2,3-ジブロムプロピオニトリル","2,3-dibromopropiononitrile",m-nite-4554-16-9,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-4554-16-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab4554-16-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/4554-16-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,212.87,,,,,,,,,,,,,,,,,,,,
